Order ID,Order Date,Ship Date,Ship Mode,Customer ID,SubTotal,RegionID
CA-2015-132388,10/10/2015,10/12/2015,First Class,KN-16390,362.136,1
CA-2015-132465,09/11/2015,9/15/2015,Second Class,DM-13525,210.68,3
CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355,148.32,3
CA-2015-132507,7/30/2015,08/03/2015,Second Class,CC-12610,61.792,2
CA-2015-132570,10/31/2015,11/02/2015,Second Class,KT-16480,2.78,2
CA-2015-132626,07/09/2015,7/14/2015,Standard Class,BT-11680,15.8,2
CA-2015-132633,02/03/2015,02/05/2015,Second Class,KH-16630,12.144,3
CA-2015-132815,9/19/2015,9/22/2015,Second Class,RW-19540,22.96,1
CA-2015-132906,09/10/2015,9/14/2015,Standard Class,CC-12145,51.52,1
CA-2015-132941,5/25/2015,5/28/2015,First Class,MM-18280,22.368,3
CA-2015-132948,3/27/2015,04/03/2015,Standard Class,MV-17485,83.7,4
CA-2015-133025,9/17/2015,9/19/2015,Second Class,MO-17800,32.4,2
CA-2015-133242,6/18/2015,6/24/2015,Standard Class,KH-16510,60.84,1
CA-2015-133396,8/13/2015,8/15/2015,First Class,GK-14620,64.68,1
CA-2015-133445,10/05/2015,10/09/2015,Standard Class,JF-15490,66.294,1
CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910,199.96,1
CA-2015-133494,03/01/2015,03/05/2015,Standard Class,RP-19390,3.552,2
CA-2015-133536,3/28/2015,3/30/2015,Second Class,JH-15820,22.92,2
CA-2015-133585,03/01/2015,03/04/2015,First Class,CM-12715,55.328,3
CA-2015-133627,5/31/2015,06/07/2015,Standard Class,SC-20050,22.2,2
CA-2015-133837,4/13/2015,4/18/2015,Standard Class,TH-21100,10.744,1
CA-2015-133977,09/06/2015,09/08/2015,Second Class,AT-10435,3.444,1
CA-2015-134075,12/12/2015,12/16/2015,Standard Class,HA-14905,166.5,2
CA-2015-134082,12/11/2015,12/17/2015,Standard Class,JK-15640,110.528,2
CA-2015-134117,12/17/2015,12/19/2015,Second Class,PG-18895,204.85,3
CA-2015-134201,04/10/2015,4/16/2015,Standard Class,EH-14125,142.04,3
CA-2015-134257,3/16/2015,3/19/2015,Second Class,MS-17710,491.55,1
CA-2015-134719,10/10/2015,10/15/2015,Standard Class,JD-15790,1801.632,3
CA-2015-134747,10/12/2015,10/17/2015,Second Class,DL-12925,135.72,1
CA-2015-134782,12/27/2015,12/31/2015,Standard Class,MD-17350,105.42,4
CA-2015-134859,10/04/2015,10/09/2015,Standard Class,JK-16120,64.944,3
CA-2015-134894,12/07/2015,12/11/2015,Standard Class,DK-12985,152.94,4
CA-2015-134922,11/07/2015,11/11/2015,Standard Class,KB-16240,24.4,1
CA-2015-134943,12/05/2015,12/06/2015,First Class,SU-20665,152.8,4
CA-2015-134992,9/22/2015,9/26/2015,Second Class,MG-17875,32.4,2
CA-2015-135020,5/28/2015,06/02/2015,Standard Class,MS-17770,45.99,2
CA-2015-135174,4/30/2015,05/02/2015,Second Class,BP-11230,1022.97,1
CA-2015-135251,08/06/2015,08/10/2015,Standard Class,RP-19270,35.52,1
CA-2015-135272,12/07/2015,12/12/2015,Standard Class,MS-17830,79.92,3
CA-2015-135314,07/09/2015,7/14/2015,Second Class,MC-17575,269.982,2
CA-2015-135363,3/28/2015,04/02/2015,Standard Class,CK-12205,15.552,2
CA-2015-135391,02/09/2015,02/11/2015,Second Class,FA-14230,40.096,1
CA-2015-135489,9/19/2015,9/22/2015,Second Class,GW-14605,279.86,1
CA-2015-135510,09/05/2015,09/12/2015,Standard Class,TW-21025,67.96,1
CA-2015-135538,12/24/2015,12/28/2015,Standard Class,HR-14830,883.84,1
CA-2015-135545,11/24/2015,11/30/2015,Standard Class,KM-16720,13.98,1
CA-2015-135580,12/30/2015,01/03/2016,Standard Class,CL-12565,68.52,3
CA-2015-135622,12/08/2015,12/11/2015,Second Class,TT-21460,360.712,3
CA-2015-135685,11/16/2015,11/18/2015,Second Class,MP-18175,179.82,1
CA-2015-135727,05/11/2015,5/16/2015,Second Class,PS-18970,191.968,3
CA-2015-135853,12/11/2015,12/14/2015,First Class,CA-12775,175.23,4
CA-2015-136105,06/12/2015,6/16/2015,Standard Class,SZ-20035,24.56,1
CA-2015-136147,11/13/2015,11/18/2015,Standard Class,FM-14380,121.104,1
CA-2015-136196,11/28/2015,12/04/2015,Standard Class,TP-21415,322.59,1
CA-2015-136224,5/31/2015,5/31/2015,Same Day,ML-18265,10.272,1
CA-2015-136378,04/02/2015,04/07/2015,Standard Class,CS-11845,9.156,1
CA-2015-136420,11/20/2015,11/21/2015,First Class,CS-12250,89.696,4
CA-2015-136469,07/11/2015,07/12/2015,First Class,TS-21370,199.836,2
CA-2015-136658,09/10/2015,9/17/2015,Standard Class,BO-11425,6.08,4
CA-2015-136700,12/06/2015,12/11/2015,Second Class,DB-13120,8.96,1
CA-2015-136728,9/13/2015,9/17/2015,Second Class,AG-10900,7.824,1
CA-2015-136735,7/26/2015,08/02/2015,Standard Class,HA-14920,167.86,1
CA-2015-136798,05/08/2015,05/12/2015,Standard Class,DL-12925,43.98,1
CA-2015-136805,5/23/2015,5/27/2015,Second Class,NM-18445,850.5,2
CA-2015-137064,02/06/2015,2/13/2015,Standard Class,TS-21655,2.934,3
CA-2015-137071,12/20/2015,12/21/2015,First Class,ED-13885,100.8,1
CA-2015-137106,3/31/2015,04/04/2015,Standard Class,SC-20260,79.96,1
CA-2015-137113,12/01/2015,12/05/2015,Second Class,TW-21025,2003.92,1
CA-2015-137225,12/15/2015,12/19/2015,Standard Class,JK-15640,3.28,2
CA-2015-137281,6/13/2015,6/17/2015,Standard Class,BF-10975,6.48,4
CA-2015-137302,4/26/2015,05/01/2015,Standard Class,BW-11110,63.936,3
CA-2015-137512,05/07/2015,05/12/2015,Standard Class,AG-10675,244.006,3
CA-2015-137526,1/13/2015,1/17/2015,Standard Class,PB-19150,70.008,1
CA-2015-137603,9/19/2015,9/24/2015,Standard Class,MH-17290,8.4,1
CA-2015-137708,11/22/2015,11/25/2015,Second Class,NG-18430,37.94,2
CA-2015-137750,6/25/2015,6/30/2015,Standard Class,JF-15565,204.85,3
CA-2015-137897,11/14/2015,11/19/2015,Standard Class,PJ-18835,37.6,4
CA-2015-137925,11/30/2015,12/04/2015,Standard Class,JL-15235,23.66,3
CA-2015-137946,09/01/2015,09/04/2015,Second Class,DB-13615,4.752,1
CA-2015-137974,4/16/2015,4/18/2015,First Class,LL-16840,569.64,2
CA-2015-138002,09/06/2015,09/12/2015,Standard Class,BT-11305,6.096,1
CA-2015-138009,11/29/2015,12/03/2015,Standard Class,SF-20965,301.96,3
CA-2015-138219,3/23/2015,3/30/2015,Standard Class,BP-11095,33.36,3
CA-2015-138331,08/07/2015,08/12/2015,Standard Class,JK-15625,106.8,1
CA-2015-138457,9/13/2015,9/17/2015,Standard Class,AM-10705,13.092,4
CA-2015-138485,2/27/2015,03/01/2015,Second Class,NP-18670,538.92,3
CA-2015-138492,5/15/2015,5/22/2015,Standard Class,FC-14335,51.968,3
CA-2015-138534,7/17/2015,7/19/2015,Second Class,JM-15535,195.466,2
CA-2015-138625,11/02/2015,11/05/2015,First Class,EG-13900,197.72,2
CA-2015-138674,11/14/2015,11/17/2015,First Class,KB-16585,8.72,3
CA-2015-138898,5/25/2015,5/29/2015,Standard Class,JH-16180,845.728,1
CA-2015-138954,11/15/2015,11/17/2015,First Class,MH-17785,70.95,2
CA-2015-139094,11/22/2015,11/27/2015,Standard Class,MO-17800,206.962,2
CA-2015-139164,6/23/2015,6/28/2015,Standard Class,CS-12355,217.584,4
CA-2015-139248,7/25/2015,7/30/2015,Standard Class,RD-19930,623.96,3
CA-2015-139290,10/26/2015,10/30/2015,Standard Class,MY-17380,5.76,1
CA-2015-139374,09/10/2015,9/14/2015,Standard Class,AR-10345,179.886,2
CA-2015-139584,8/24/2015,8/28/2015,Standard Class,EM-13810,284.364,1
CA-2015-139731,10/15/2015,10/15/2015,Same Day,JE-15745,263.88,4
CA-2015-139738,9/25/2015,9/29/2015,Standard Class,DK-12895,128.744,3
CA-2015-139780,12/31/2015,01/02/2016,Second Class,AH-10690,116.4,2
CA-2015-139850,06/12/2015,6/17/2015,Standard Class,GB-14575,20.736,2
CA-2015-139962,12/13/2015,12/20/2015,Standard Class,Dp-13240,19.44,1
CA-2015-140025,04/07/2015,04/11/2015,Standard Class,PF-19120,463.248,1
CA-2015-140144,6/20/2015,6/25/2015,Second Class,SC-20770,257.64,4
CA-2015-140221,03/05/2015,03/09/2015,Second Class,MS-17365,11.212,3
CA-2015-140375,10/02/2015,10/05/2015,Second Class,SG-20470,19.44,2
CA-2015-140410,11/03/2015,11/07/2015,Standard Class,CM-12655,1212.848,1
CA-2015-140557,09/07/2015,09/11/2015,Standard Class,TN-21040,559.93,1
CA-2015-140718,07/02/2015,07/04/2015,First Class,FA-14230,74.24,1
CA-2015-140830,11/30/2015,12/02/2015,Second Class,PS-18970,17.48,3
CA-2015-140921,02/03/2015,02/05/2015,First Class,AA-10375,28.4,1
CA-2015-140984,9/14/2015,9/18/2015,Standard Class,CC-12685,991.2,4
CA-2015-141012,06/09/2015,06/11/2015,Second Class,TG-21640,355.36,1
CA-2015-141040,10/09/2015,10/13/2015,Second Class,TB-21250,631.96,2
CA-2015-141145,9/17/2015,9/23/2015,Standard Class,DB-13405,87.168,3
CA-2015-141243,01/03/2015,01/08/2015,Second Class,AH-10465,398.4,2
CA-2015-141250,1/19/2015,1/23/2015,Standard Class,PM-18940,102.438,3
CA-2015-141327,11/30/2015,12/03/2015,First Class,LR-16915,6.048,1
CA-2015-141565,9/20/2015,9/24/2015,Standard Class,BG-11035,1369.764,4
CA-2015-141593,12/14/2015,12/16/2015,Second Class,DB-12970,55.264,1
CA-2015-141740,11/01/2015,11/05/2015,Standard Class,JF-15490,205.164,1
CA-2015-141754,12/20/2015,12/25/2015,Standard Class,EM-14200,11.696,4
CA-2015-141768,5/25/2015,5/27/2015,Second Class,NP-18685,14.73,2
CA-2015-141810,11/02/2015,11/07/2015,Standard Class,BB-10990,29.372,1
CA-2015-141936,08/07/2015,08/12/2015,Standard Class,PN-18775,19.152,2
CA-2015-142027,04/09/2015,4/14/2015,Standard Class,JK-15370,369.912,1
CA-2015-142041,06/07/2015,06/09/2015,Second Class,EM-13810,7.52,1
CA-2015-142055,05/08/2015,05/10/2015,First Class,AB-10255,37.94,2
CA-2015-142139,8/31/2015,09/05/2015,Standard Class,SD-20485,20.96,2
CA-2015-142202,9/18/2015,9/23/2015,Second Class,JR-16210,717.12,2
CA-2015-142237,07/11/2015,7/13/2015,First Class,CK-12595,289.8,2
CA-2015-142377,12/04/2015,12/09/2015,Standard Class,MS-17980,85.96,3
CA-2015-142419,07/11/2015,7/13/2015,Second Class,SC-20380,29.97,1
CA-2015-142433,4/20/2015,4/25/2015,Standard Class,ES-14020,117.456,1
CA-2015-142454,8/15/2015,8/19/2015,Standard Class,RE-19450,104.23,3
CA-2015-142475,12/03/2015,12/07/2015,Standard Class,BS-11380,590.352,3
CA-2015-142601,4/18/2015,4/20/2015,Second Class,DE-13255,947.17,2
CA-2015-142692,10/23/2015,10/28/2015,Standard Class,AG-10495,3.592,2
CA-2015-142734,4/16/2015,4/21/2015,Standard Class,DM-13345,127.764,4
CA-2015-142755,09/04/2015,09/08/2015,Standard Class,CS-12355,279.9,4
CA-2015-142930,11/28/2015,12/02/2015,Standard Class,EB-14170,335.52,4
CA-2015-142937,12/05/2015,12/06/2015,First Class,SF-20065,45.04,2
CA-2015-142944,03/06/2015,03/11/2015,Standard Class,JL-15850,435.26,2
CA-2015-142993,10/12/2015,10/17/2015,Standard Class,KA-16525,17.9,1
CA-2015-143077,9/17/2015,9/21/2015,Standard Class,SF-20965,21.936,3
CA-2015-143105,12/10/2015,12/10/2015,Same Day,MA-17560,7.31,3
CA-2015-143119,9/24/2015,9/30/2015,Standard Class,MC-17275,517.5,4
CA-2015-143147,5/26/2015,5/28/2015,Second Class,PS-18760,105.686,1
CA-2015-143238,09/06/2015,09/08/2015,First Class,LO-17170,46.32,1
CA-2015-143364,7/14/2015,7/19/2015,Second Class,TG-21310,272.736,1
CA-2015-143490,12/06/2015,12/13/2015,Standard Class,NP-18325,120.15,4
CA-2015-143532,3/19/2015,3/24/2015,Standard Class,DC-12850,14.496,4
CA-2015-143602,4/25/2015,4/28/2015,Second Class,JS-15595,13.944,1
CA-2015-143616,9/27/2015,9/29/2015,Second Class,SS-20140,99.2,2
CA-2015-143700,7/26/2015,7/26/2015,Same Day,AS-10240,10.368,4
CA-2015-143882,6/26/2015,6/30/2015,Standard Class,DB-13360,43.056,2
CA-2015-143980,12/25/2015,12/29/2015,Standard Class,JK-15640,414.96,2
CA-2015-144043,05/10/2015,5/15/2015,Standard Class,AB-10165,46.688,1
CA-2015-144099,11/29/2015,11/30/2015,Same Day,PO-19195,4.304,3
CA-2015-144190,06/09/2015,6/13/2015,Standard Class,NC-18415,12.96,4
CA-2015-144253,05/04/2015,05/09/2015,Second Class,AS-10225,26.8,2
CA-2015-144267,8/21/2015,8/23/2015,First Class,NZ-18565,544.008,2
CA-2015-144274,11/23/2015,11/25/2015,Second Class,PW-19240,307.98,1
CA-2015-144288,12/25/2015,12/31/2015,Standard Class,MB-17305,9.216,2
CA-2015-144302,6/19/2015,6/23/2015,Standard Class,ME-17320,5.792,4
CA-2015-144386,11/05/2015,11/11/2015,Standard Class,GT-14635,25.344,4
CA-2015-144519,11/13/2015,11/17/2015,Standard Class,AW-10930,339.96,3
CA-2015-144652,11/20/2015,11/26/2015,Standard Class,SN-20560,19.46,1
CA-2015-144722,3/16/2015,3/23/2015,Standard Class,MF-18250,43.13,1
CA-2015-144806,12/06/2015,12/11/2015,Standard Class,GH-14425,206.112,1
CA-2015-144890,12/25/2015,12/29/2015,Standard Class,SM-20320,9.96,4
CA-2015-145065,12/12/2015,12/15/2015,First Class,DK-13375,7.86,2
CA-2015-145184,11/27/2015,11/29/2015,First Class,JD-16150,83.97,3
CA-2015-145324,11/15/2015,11/19/2015,Standard Class,DH-13675,39.96,2
CA-2015-145352,3/16/2015,3/22/2015,Standard Class,CM-12385,2.74,4
CA-2015-145394,11/16/2015,11/20/2015,Standard Class,MC-17605,21.488,3
CA-2015-145401,1/30/2015,02/04/2015,Standard Class,JP-15520,14.304,1
CA-2015-145415,04/12/2015,4/17/2015,Second Class,RD-19660,40.74,3
CA-2015-145457,3/24/2015,3/27/2015,Second Class,CP-12085,46.9,2
CA-2015-145485,11/05/2015,11/05/2015,Same Day,JM-16195,62.8,1
CA-2015-145758,10/30/2015,10/30/2015,Same Day,BF-11020,1035.8,3
CA-2015-145814,11/19/2015,11/24/2015,Standard Class,KD-16345,5.984,1
CA-2015-145821,05/01/2015,05/07/2015,Standard Class,JB-15400,88.752,3
CA-2015-145828,10/05/2015,10/07/2015,First Class,MB-17305,53.04,2
CA-2015-145835,5/13/2015,5/18/2015,Second Class,BF-11170,222.384,1
CA-2015-145849,9/15/2015,9/17/2015,Second Class,CT-11995,190.86,3
CA-2015-146038,02/09/2015,2/16/2015,Standard Class,SJ-20215,203.92,3
CA-2015-146087,07/06/2015,07/11/2015,Standard Class,PP-18955,301.96,4
CA-2015-146255,03/07/2015,03/10/2015,First Class,EM-14140,119.85,1
CA-2015-146262,01/02/2015,01/09/2015,Standard Class,VW-21775,23.68,2
CA-2015-146290,05/04/2015,05/11/2015,Standard Class,SV-20815,125.93,3
CA-2015-146465,11/20/2015,11/24/2015,Standard Class,PB-18805,24.192,1
CA-2015-146486,11/09/2015,11/14/2015,Second Class,DV-13465,244.55,1
CA-2015-146563,8/24/2015,8/28/2015,Standard Class,CB-12025,999.432,2
CA-2015-146675,4/16/2015,4/20/2015,Standard Class,SB-20185,1439.968,2
CA-2015-146696,12/14/2015,12/19/2015,Standard Class,RD-19480,8.096,1
CA-2015-146829,03/10/2015,03/10/2015,Same Day,TS-21340,1.112,3
CA-2015-146948,7/16/2015,7/20/2015,Standard Class,MG-17890,150.98,2
CA-2015-147011,6/18/2015,6/22/2015,Standard Class,HR-14830,13.632,1
CA-2015-147102,9/19/2015,9/26/2015,Standard Class,NH-18610,66.36,3
CA-2015-147501,08/02/2015,08/06/2015,Standard Class,Co-12640,6.368,2
CA-2015-147529,02/07/2015,02/11/2015,Standard Class,DK-12835,311.15,1
CA-2015-147690,11/10/2015,11/14/2015,Standard Class,SC-20020,577.584,3
CA-2015-147788,5/31/2015,06/04/2015,Standard Class,TM-21010,1406.86,1
CA-2015-147816,9/24/2015,9/26/2015,Second Class,CM-11935,35.12,4
CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,2025.36,4
CA-2015-147851,12/03/2015,12/08/2015,Standard Class,MP-17470,10.752,2
CA-2015-147879,05/07/2015,05/12/2015,Standard Class,CC-12220,45.68,3
CA-2015-148180,7/26/2015,7/31/2015,Standard Class,BP-11095,9.144,3
CA-2015-148250,12/13/2015,12/17/2015,Standard Class,RP-19270,12.96,1
CA-2015-148376,12/27/2015,12/31/2015,Standard Class,AG-10900,106.96,1
CA-2015-148432,11/07/2015,11/10/2015,Second Class,MC-18130,26.18,4
CA-2015-148495,8/13/2015,8/13/2015,Same Day,SF-20065,31.56,2
CA-2015-148628,12/06/2015,12/11/2015,Standard Class,KM-16375,32.75,4
CA-2015-148635,7/25/2015,7/27/2015,Second Class,MH-18025,9.42,1
CA-2015-148705,03/12/2015,3/18/2015,Standard Class,EB-14170,5.04,4
CA-2015-148712,4/17/2015,4/23/2015,Standard Class,JM-15535,99.6,2
CA-2015-148859,12/28/2015,01/01/2016,Standard Class,FH-14350,24.816,1
CA-2015-148873,10/01/2015,10/05/2015,Standard Class,EM-13960,2.992,2
CA-2015-148964,5/26/2015,5/31/2015,Standard Class,RD-19900,20.24,1
CA-2015-149083,9/25/2015,9/30/2015,Standard Class,SH-19975,307.136,1
CA-2015-149097,10/20/2015,10/24/2015,Standard Class,SV-20785,74.76,1
CA-2015-149300,11/22/2015,11/23/2015,First Class,BH-11710,32.985,1
CA-2015-149342,4/20/2015,4/25/2015,Standard Class,TS-21160,287.97,2
CA-2015-149384,07/10/2015,07/10/2015,Same Day,EH-13945,3.366,1
CA-2015-149517,9/19/2015,9/23/2015,Standard Class,FC-14245,60.84,2
CA-2015-149566,12/05/2015,12/10/2015,Standard Class,GB-14530,39,2
CA-2015-149587,1/31/2015,02/05/2015,Second Class,KB-16315,12.96,3
CA-2015-149601,5/28/2015,06/03/2015,Standard Class,TB-21625,16.24,3
CA-2015-149636,01/06/2015,01/12/2015,Standard Class,SP-20620,29.6,2
CA-2015-149650,10/24/2015,10/27/2015,First Class,RD-19660,454.272,3
CA-2015-149678,4/13/2015,4/15/2015,Second Class,AW-10840,12.88,3
CA-2015-149713,9/18/2015,9/22/2015,Second Class,TG-21640,160.72,1
CA-2015-149734,09/03/2015,09/08/2015,Standard Class,JC-16105,200.984,4
CA-2015-149748,5/31/2015,06/02/2015,Second Class,EM-13825,274.8,3
CA-2015-149811,01/04/2015,01/10/2015,Standard Class,CS-12250,32.34,4
CA-2015-149846,5/22/2015,5/26/2015,Standard Class,SB-20185,8.26,2
CA-2015-149909,11/13/2015,11/17/2015,Standard Class,RA-19915,63.77,3
CA-2015-149972,9/21/2015,9/23/2015,First Class,CD-12790,601.536,1
CA-2015-149993,3/19/2015,3/20/2015,First Class,GA-14725,10.9,2
CA-2015-150196,07/02/2015,07/03/2015,First Class,SR-20740,19.44,2
CA-2015-150308,12/15/2015,12/20/2015,Standard Class,RR-19525,246.168,2
CA-2015-150413,10/19/2015,10/24/2015,Second Class,CS-11860,1.72,4
CA-2015-150441,8/13/2015,8/17/2015,Second Class,RA-19285,11.36,2
CA-2015-150511,9/18/2015,9/24/2015,Standard Class,AB-10060,18.54,2
CA-2015-150560,12/11/2015,12/12/2015,First Class,SW-20455,196.62,4
CA-2015-150714,10/26/2015,11/01/2015,Standard Class,KH-16690,146.544,1
CA-2015-150749,3/29/2015,04/03/2015,Second Class,AS-10240,5.56,4
CA-2015-150770,05/03/2015,05/06/2015,First Class,LC-16870,8.82,1
CA-2015-150791,09/06/2015,9/13/2015,Standard Class,CC-12430,271.764,3
CA-2015-150875,11/16/2015,11/20/2015,Standard Class,HK-14890,696.42,4
CA-2015-151043,11/14/2015,11/20/2015,Standard Class,MG-17680,47.984,2
CA-2015-151253,4/22/2015,4/26/2015,Standard Class,AZ-10750,88.776,2
CA-2015-151470,9/20/2015,9/26/2015,Standard Class,AM-10705,45.584,4
CA-2015-151547,1/17/2015,1/23/2015,Standard Class,AH-10465,88.96,2
CA-2015-151589,12/27/2015,12/30/2015,First Class,RE-19450,195.64,3
CA-2015-151624,09/08/2015,9/14/2015,Standard Class,VW-21775,21.36,2
CA-2015-151680,11/19/2015,11/21/2015,Second Class,TC-21475,141.96,4
CA-2015-151722,10/05/2015,10/09/2015,Standard Class,IL-15100,288,1
CA-2015-151785,03/05/2015,03/10/2015,Standard Class,JJ-15445,7.104,1
CA-2015-151841,4/27/2015,05/02/2015,Standard Class,TC-21475,43.56,4
CA-2015-151869,9/25/2015,9/25/2015,Same Day,CS-11950,102.582,3
CA-2015-152513,07/04/2015,07/08/2015,Second Class,JP-16135,22.848,4
CA-2015-152527,10/17/2015,10/17/2015,Same Day,CM-12190,77.88,2
CA-2015-152611,2/20/2015,2/23/2015,Second Class,KA-16525,286.79,1
CA-2015-152681,1/17/2015,1/22/2015,Standard Class,SC-20260,6.68,1
CA-2015-152891,10/25/2015,10/30/2015,Standard Class,TB-21625,60.45,3
CA-2015-153038,12/18/2015,12/25/2015,Standard Class,RB-19645,55.936,1
CA-2015-153073,11/13/2015,11/13/2015,Same Day,HA-14905,17.496,2
CA-2015-153108,03/05/2015,03/09/2015,Standard Class,SF-20200,23.92,1
CA-2015-153220,11/12/2015,11/14/2015,First Class,YC-21895,15.7,1
CA-2015-153325,03/01/2015,03/02/2015,Second Class,ST-20530,58.72,2
CA-2015-153381,9/24/2015,9/28/2015,Standard Class,DE-13255,15.24,2
CA-2015-153388,08/01/2015,08/07/2015,Standard Class,PC-19000,6.72,1
CA-2015-153416,11/24/2015,11/29/2015,Standard Class,TS-21340,3.168,3
CA-2015-153423,6/22/2015,6/27/2015,Standard Class,SW-20455,1217.568,4
CA-2015-153535,5/20/2015,5/24/2015,Standard Class,SG-20470,163.136,2
CA-2015-153549,3/29/2015,3/31/2015,Second Class,SL-20155,1166.92,4
CA-2015-153612,12/22/2015,12/27/2015,Standard Class,BT-11305,17.12,1
CA-2015-153626,07/09/2015,7/14/2015,Standard Class,EB-13870,5.16,1
CA-2015-153717,12/25/2015,01/01/2016,Standard Class,DL-13495,73.98,1
CA-2015-153738,9/20/2015,9/22/2015,First Class,AG-10270,37.68,1
CA-2015-153752,12/06/2015,12/11/2015,Second Class,RO-19780,173.94,4
CA-2015-153794,09/11/2015,9/16/2015,Standard Class,SB-20290,265.86,3
CA-2015-153878,4/25/2015,4/30/2015,Standard Class,TS-21655,57.75,3
CA-2015-153906,3/16/2015,3/20/2015,Standard Class,MS-17980,85.9,3
CA-2015-154144,12/20/2015,12/24/2015,Standard Class,MH-17785,55.48,2
CA-2015-154200,6/18/2015,6/22/2015,Standard Class,BG-11740,51.98,2
CA-2015-154284,12/21/2015,12/26/2015,Second Class,SZ-20035,600.53,1
CA-2015-154291,7/25/2015,7/29/2015,Standard Class,YS-21880,98.46,4
CA-2015-154326,2/15/2015,2/19/2015,Standard Class,RP-19855,134.97,3
CA-2015-154340,11/29/2015,11/30/2015,First Class,EK-13795,56.3,1
CA-2015-154620,12/12/2015,12/16/2015,Standard Class,LT-17110,348.928,1
CA-2015-154746,11/14/2015,11/17/2015,First Class,PJ-18835,33.96,4
CA-2015-154795,12/20/2015,12/24/2015,Standard Class,GZ-14470,7.92,3
CA-2015-154823,8/21/2015,8/25/2015,Standard Class,KN-16390,12.828,1
CA-2015-154886,11/08/2015,11/12/2015,Standard Class,SW-20455,119.9,4
CA-2015-154900,2/25/2015,03/01/2015,Standard Class,SS-20875,3.15,3
CA-2015-154921,5/23/2015,5/28/2015,Standard Class,EA-14035,186.69,4
CA-2015-154956,07/04/2015,07/09/2015,Standard Class,IM-15070,1099.96,1
CA-2015-154970,01/05/2015,01/10/2015,Standard Class,SR-20740,61.584,2
CA-2015-155040,11/10/2015,11/15/2015,Standard Class,AH-10210,79.9,1
CA-2015-155054,6/13/2015,6/19/2015,Standard Class,PS-19045,8.26,4
CA-2015-155068,10/23/2015,10/23/2015,Same Day,RA-19285,55.944,2
CA-2015-155124,3/15/2015,3/21/2015,Standard Class,KS-16300,16.776,1
CA-2015-155145,12/27/2015,12/29/2015,Second Class,KN-16450,7.92,4
CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515,5.56,1
CA-2015-155334,7/30/2015,7/31/2015,First Class,HA-14920,209.93,1
CA-2015-155453,08/09/2015,8/14/2015,Standard Class,RA-19885,4.608,1
CA-2015-155586,12/12/2015,12/16/2015,Second Class,XP-21865,2.21,1
CA-2015-155600,12/04/2015,12/07/2015,Second Class,RO-19780,1598.058,4
CA-2015-155635,05/09/2015,5/13/2015,Standard Class,ME-17725,48.81,1
CA-2015-155761,12/11/2015,12/11/2015,Same Day,SC-20800,159.984,3
CA-2015-156013,9/20/2015,9/26/2015,Standard Class,TC-20980,61.4,1
CA-2015-156104,12/06/2015,12/08/2015,Second Class,NP-18685,999.98,2
CA-2015-156118,12/08/2015,12/12/2015,Standard Class,HG-14965,15.696,1
CA-2015-156146,10/26/2015,10/30/2015,Second Class,AG-10495,105.584,2
CA-2015-156153,5/31/2015,06/02/2015,Second Class,CW-11905,7.56,3
CA-2015-156328,11/30/2015,12/05/2015,Standard Class,RM-19375,177.48,3
CA-2015-156335,9/25/2015,9/28/2015,Second Class,PO-19195,63.96,3
CA-2015-156377,12/31/2015,01/05/2016,Standard Class,TB-21625,14.76,3
CA-2015-156440,12/05/2015,12/09/2015,Standard Class,MH-17620,44.46,1
CA-2015-156482,02/06/2015,2/13/2015,Standard Class,IL-15100,1268.82,1
CA-2015-156510,9/25/2015,9/29/2015,Standard Class,EH-13990,10.76,4
CA-2015-156524,11/20/2015,11/26/2015,Standard Class,DL-12865,19.65,2
CA-2015-156566,10/01/2015,10/04/2015,First Class,EM-13960,572.8,2
CA-2015-156608,10/24/2015,10/29/2015,Standard Class,MT-18070,3.592,1
CA-2015-156734,6/18/2015,6/20/2015,First Class,BV-11245,6.129,3
CA-2015-156755,01/12/2015,1/18/2015,Standard Class,YS-21880,465.18,4
CA-2015-156853,12/03/2015,12/05/2015,Second Class,HP-14815,184.66,3
CA-2015-156923,2/16/2015,2/20/2015,Standard Class,SP-20860,35.88,2
CA-2015-157028,11/28/2015,12/03/2015,Standard Class,MA-17995,8.28,2
CA-2015-157035,12/09/2015,12/12/2015,First Class,KB-16600,34.02,3
CA-2015-157084,12/19/2015,12/24/2015,Standard Class,JG-15160,675.96,1
CA-2015-157133,11/28/2015,12/03/2015,Standard Class,LC-16885,151.96,1
CA-2015-157287,12/22/2015,12/23/2015,First Class,HR-14830,33.568,1
CA-2015-157322,07/02/2015,07/06/2015,Standard Class,RH-19600,408.422,4
CA-2015-157343,06/07/2015,06/11/2015,Standard Class,HD-14785,18.312,2
CA-2015-157434,4/29/2015,05/04/2015,Second Class,JK-15640,7.968,2
CA-2015-157770,12/13/2015,12/15/2015,First Class,RD-19585,494.376,4
CA-2015-157805,8/31/2015,09/04/2015,Standard Class,RH-19510,555.96,2
CA-2015-157812,3/22/2015,3/26/2015,Standard Class,DB-13210,18.392,3
CA-2015-157959,02/03/2015,02/04/2015,First Class,RW-19540,136.92,1
